port,count
55805/udp,4
57754/udp,4
58788/udp,4
51312/udp,4
17449/udp,4
62390/udp,4
62336/udp,4
58966/udp,4
18529/tcp,4
40488/udp,4
10269/tcp,4
45190/udp,4
41586/udp,4
46491/tcp,4
55352/tcp,4
58884/udp,4
17198/udp,4
23184/udp,4
57657/tcp,4
38424/udp,4
52312/tcp,4
58517/tcp,4
45351/tcp,4
44950/tcp,4
45702/tcp,4
42813/udp,4
36856/udp,4
63862/udp,4
52478/tcp,4
52629/tcp,4
51897/udp,4
29096/udp,4
7586/udp,4
47552/tcp,4
58485/tcp,4
9105/tcp,4
14130/tcp,4
32465/udp,4
21338/udp,4
17635/tcp,4
58797/tcp,4
38014/tcp,4
49287/tcp,4
40091/tcp,4
65416/tcp,4
57621/tcp,4
36929/udp,4
36358/udp,4
28053/tcp,4
19513/tcp,4
26284/tcp,4
45492/udp,4
20187/tcp,4
59004/udp,4
13454/tcp,4
34649/udp,4
18581/udp,4
44310/udp,4
56603/tcp,4
63405/tcp,4
27041/udp,4
32541/udp,4
61556/tcp,4
59246/udp,4
14564/tcp,4
15346/tcp,4
24082/udp,4
42286/udp,4
60043/tcp,4
59684/udp,4
40056/udp,4
58694/tcp,4
44525/tcp,4
44007/udp,4
38893/tcp,4
61915/tcp,4
10258/tcp,4
45242/udp,4
12223/udp,4
26996/tcp,4
31379/tcp,4
34942/udp,4
40656/udp,4
30008/udp,4
14280/tcp,4
36284/udp,4
50085/tcp,4
59561/tcp,4
9303/tcp,4
11755/tcp,4
10104/tcp,4
46154/tcp,4
62361/tcp,4
45851/tcp,4
30032/udp,4
59981/udp,4
19784/tcp,4
52369/tcp,4
29074/udp,4
35710/tcp,4
15341/tcp,4
40627/udp,4
55903/tcp,4
20349/tcp,4
21173/udp,4
41934/udp,4
36136/udp,4
61658/tcp,4
39246/udp,4
63471/tcp,4
25828/tcp,4
7463/tcp,4
15390/tcp,4
10353/udp,4
28481/udp,4
48633/udp,4
19517/tcp,4
25541/udp,4
35741/udp,4
48037/tcp,4
19257/tcp,4
33521/udp,4
50562/udp,4
43006/udp,4
61756/tcp,4
28969/udp,4
56996/tcp,4
22122/tcp,4
6930/udp,4
3254/udp,4
62120/tcp,4
63237/tcp,4
58867/tcp,4
28501/udp,4
25966/udp,4
27267/udp,4
13744/tcp,4
28641/udp,4
20165/tcp,4
29753/tcp,4
43298/tcp,4
7255/tcp,4
65417/tcp,4
42653/tcp,4
19125/tcp,4
62340/udp,4
30378/udp,4
60702/udp,4
41893/udp,4
48059/udp,4
39678/tcp,4
8421/tcp,4
64458/udp,4
15619/tcp,4
24761/tcp,4
58762/tcp,4
45544/tcp,4
41735/udp,4
46041/tcp,4
15181/udp,4
35073/udp,4
26720/udp,4
57100/tcp,4
21079/udp,4
62918/tcp,4
11721/tcp,4
19601/tcp,4
62774/tcp,4
8069/tcp,4
10608/udp,4
35445/udp,4
13079/udp,4
59702/tcp,4
54490/udp,4
62214/tcp,4
44332/tcp,4
23174/udp,4
28758/udp,4
40152/tcp,4
14368/tcp,4
19102/tcp,4
10005/tcp,4
58723/udp,4
19299/udp,4
21465/tcp,4
6649/tcp,4
29800/tcp,4
17350/udp,4
48438/udp,4
47700/tcp,4
13914/udp,4
31672/udp,4
17070/tcp,4
17695/udp,4
63445/udp,4
49622/tcp,4
21677/tcp,4
19307/udp,4
37629/udp,4
65106/udp,4
30459/udp,4
38473/tcp,4
61182/tcp,4
25592/tcp,4
37111/tcp,4
10310/tcp,4
13300/udp,4
18968/tcp,4
12396/udp,4
33109/udp,4
62062/udp,4
22522/udp,4
49394/udp,4
63379/tcp,4
59786/tcp,4
18558/udp,4
58800/tcp,4
23970/udp,4
55321/tcp,4
64632/tcp,4
60119/udp,4
63579/tcp,4
30563/udp,4
23134/tcp,4
40355/tcp,4
39480/tcp,4
15068/udp,4
50274/udp,4
23720/udp,4
62763/udp,4
62251/tcp,4
38812/udp,4
11278/tcp,4
25798/tcp,4
24556/tcp,4
19682/tcp,4
56772/udp,4
23298/udp,4
63193/udp,4
56115/udp,4
21883/tcp,4
61079/udp,4
27750/udp,4
26676/udp,4
50783/tcp,4
46358/udp,4
14728/tcp,4
48262/udp,4
42927/tcp,4
12725/tcp,4
27301/udp,4
32164/udp,4
9345/tcp,4
16936/udp,4
45051/udp,4
26181/udp,4
57792/tcp,4
38801/tcp,4
65359/tcp,4
28551/udp,4
30904/udp,4
51607/udp,4
25968/udp,4
63813/tcp,4
64928/udp,4
50844/tcp,4
63269/tcp,4
34107/udp,4
14502/tcp,4
56751/tcp,4
10660/udp,4
37070/udp,4
64400/tcp,4
18241/udp,4
29551/tcp,4
7966/tcp,4
63822/tcp,4
38950/udp,4
12349/udp,4
29406/udp,4
42726/tcp,4
59047/tcp,4
28310/udp,4
62458/tcp,4
59041/udp,4
32312/tcp,4
32266/tcp,4
58299/udp,4
20987/tcp,4
64129/tcp,4
10880/tcp,4
61724/tcp,4
1208/udp,4
26053/tcp,4
42007/udp,4
63349/udp,4
42345/tcp,4
57143/tcp,4
27987/udp,4
28416/udp,4
35027/tcp,4
36162/tcp,4
45739/udp,4
60230/tcp,4
38668/tcp,4
33862/udp,4
36868/udp,4
51438/tcp,4
52193/tcp,4
13203/udp,4
51875/tcp,4
26684/tcp,4
25776/udp,4
11726/tcp,4
59555/udp,4
29267/tcp,4
44827/tcp,4
48905/tcp,4
42143/udp,4
29734/udp,4
51877/tcp,4
65174/tcp,4
22238/udp,4
33706/tcp,4
14399/udp,4
40191/tcp,4
63634/udp,4
44808/tcp,4
18375/udp,4
24523/udp,4
36711/tcp,4
60563/tcp,4
22465/tcp,4
38463/tcp,4
39068/udp,4
17839/tcp,4
56489/udp,4
59947/udp,4
3241/udp,4
33151/tcp,4
38821/tcp,4
57175/udp,4
26256/tcp,4
57178/tcp,4
1371/udp,4
60316/udp,4
59048/tcp,4
16239/tcp,4
27891/udp,4
40782/tcp,4
52657/tcp,4
39022/tcp,4
56297/tcp,4
37600/udp,4
33714/tcp,4
23263/tcp,4
13761/udp,4
37803/udp,4
11654/tcp,4
33171/tcp,4
14408/tcp,4
15016/tcp,4
65378/tcp,4
46920/udp,4
49100/udp,4
58026/tcp,4
36470/tcp,4
10087/tcp,4
23015/udp,4
40439/udp,4
29986/udp,4
14056/udp,4
61546/tcp,4
51882/tcp,4
28630/tcp,4
63435/tcp,4
43331/tcp,4
44732/tcp,4
35078/udp,4
31537/udp,4
33391/tcp,4
59325/tcp,4
7478/tcp,4
44269/tcp,4
57670/tcp,4
24291/udp,4
20995/udp,4
56380/tcp,4
13009/tcp,4
3905/udp,4
1807/udp,4
37161/tcp,4
23040/tcp,4
35165/udp,4
10169/tcp,4
35327/udp,4
5801/tcp,4
19115/udp,4
39962/udp,4
15215/tcp,4
50459/udp,4
40008/udp,4
22858/udp,4
55678/tcp,4
47939/udp,4
46600/udp,4
38746/tcp,4
22980/udp,4
10804/tcp,4
23362/udp,4
62431/tcp,4
50088/udp,4
23795/udp,4
23613/udp,4
42333/tcp,4
8967/tcp,4
11411/udp,4
39552/tcp,4
39461/tcp,4
64577/udp,4
45560/udp,4
25482/udp,4
34288/udp,4
64221/tcp,4
52680/tcp,4
5120/tcp,4
28552/udp,4
15583/udp,4
27769/udp,4
10043/udp,4
44445/tcp,4
65086/udp,4
47857/tcp,4
27249/udp,4
30282/tcp,4
61080/tcp,4
11293/tcp,4
16263/udp,4
57928/udp,4
63708/tcp,4
60823/udp,4
56699/udp,4
8480/tcp,4
33834/tcp,4
53418/tcp,4
37889/udp,4
26008/udp,4
6957/tcp,4
63736/tcp,4
9008/tcp,4
50873/udp,4
53112/udp,4
17260/tcp,4
34247/udp,4
57932/udp,4
14507/udp,4
25994/tcp,4
57370/tcp,4
56668/udp,4
56324/tcp,4
40563/tcp,4
28287/udp,4
60014/tcp,4
44638/tcp,4
59765/tcp,4
50174/tcp,4
25566/udp,4
28926/udp,4
59901/udp,4
42626/udp,4
19240/udp,4
31971/udp,4
23264/udp,4
48934/udp,4
46280/udp,4
53455/udp,4
11259/tcp,4
54172/tcp,4
20523/udp,4
62955/tcp,4
36652/tcp,4
25463/udp,4
64946/udp,4
19168/tcp,4
49270/tcp,4
10352/udp,4
35413/tcp,4
24375/udp,4
34948/udp,4
11269/udp,4
32673/tcp,4
39981/udp,4
60831/tcp,4
62002/tcp,4
39922/tcp,4
65216/tcp,4
7166/tcp,4
36260/tcp,4
55592/udp,4
41422/udp,4
54196/udp,4
63860/tcp,4
26962/tcp,4
23282/udp,4
55350/tcp,4
23227/udp,4
16088/tcp,4
13428/tcp,4
60463/tcp,4
37512/tcp,4
22333/udp,4
12649/udp,4
11023/tcp,4
63605/udp,4
10126/tcp,4
34051/tcp,4
28379/tcp,4
35163/udp,4
52870/udp,4
63089/tcp,4
63673/udp,4
32542/tcp,4
49938/tcp,4
7979/udp,4
61322/tcp,4
14700/tcp,4
30557/udp,4
35543/udp,4
25441/tcp,4
57509/tcp,4
63151/tcp,4
49200/tcp,4
35283/udp,4
50952/tcp,4
53111/udp,4
61814/tcp,4
44737/tcp,4
5650/tcp,4
64478/tcp,4
53853/udp,4
505/tcp,4
11816/udp,4
2141/udp,4
22988/tcp,4
40033/udp,4
55371/tcp,4
40358/udp,4
18677/udp,4
48935/tcp,4
13312/udp,4
57375/tcp,4
39677/udp,4
20061/tcp,4
61499/udp,4
28768/udp,4
5539/udp,4
52889/tcp,4
46048/udp,4
21007/udp,4
44217/udp,4
58600/tcp,4
10655/tcp,4
22845/udp,4
40070/tcp,4
60517/tcp,4
48381/udp,4
22129/udp,4
28841/udp,4
3028/udp,4
35825/tcp,4
37137/tcp,4
31551/udp,4
18479/udp,4
32933/tcp,4
40699/tcp,4
51580/tcp,4
58303/udp,4
9221/udp,4
12857/udp,4
33178/tcp,4
16437/tcp,4
30982/udp,4
35150/tcp,4
40091/udp,4
11784/udp,4
48755/tcp,4
39486/tcp,4
51544/udp,4
22212/tcp,4
47482/tcp,4
53428/tcp,4
24440/udp,4
61050/udp,4
44850/udp,4
47838/tcp,4
50865/udp,4
40695/udp,4
21901/tcp,4
55093/tcp,4
19819/udp,4
31578/tcp,4
51820/tcp,4
65037/tcp,4
34301/udp,4
63358/tcp,4
12391/udp,4
40620/udp,4
60876/tcp,4
64523/tcp,4
10694/tcp,4
32498/tcp,4
56020/tcp,4
62512/tcp,4
62506/tcp,4
63503/tcp,4
20848/tcp,4
30947/tcp,4
6615/udp,4
40258/udp,4
61255/tcp,4
58258/tcp,4
16432/tcp,4
36024/udp,4
48443/udp,4
6780/tcp,4
23412/tcp,4
29927/udp,4
29397/udp,4
14718/tcp,4
44623/udp,4
30221/udp,4
46750/tcp,4
44538/tcp,4
7083/tcp,4
47084/udp,4
24659/udp,4
49511/tcp,4
14174/udp,4
35369/udp,4
15098/udp,4
30938/udp,4
5915/tcp,4
24396/tcp,4
55604/tcp,4
39673/tcp,4
36832/udp,4
31377/udp,4
56327/udp,4
43968/tcp,4
65436/tcp,4
16455/udp,4
27200/tcp,4
50075/udp,4
14988/udp,4
60930/tcp,4
35119/tcp,4
17697/tcp,4
37620/tcp,4
53954/udp,4
34366/udp,4
10078/tcp,4
21289/udp,4
28972/tcp,4
21388/tcp,4
61101/tcp,4
54276/tcp,4
41089/tcp,4
48226/udp,4
30306/udp,4
7619/tcp,4
25783/tcp,4
25608/udp,4
49128/udp,4
37441/udp,4
25363/udp,4
36944/udp,4
59161/udp,4
18260/udp,4
15975/tcp,4
36983/udp,4
51056/tcp,4
14695/tcp,4
35177/udp,4
41667/udp,4
40002/tcp,4
6120/udp,4
35248/udp,4
18137/udp,4
46627/tcp,4
3862/udp,4
40964/udp,4
51301/tcp,4
38929/tcp,4
28255/tcp,4
7989/tcp,4
39753/udp,4
15889/udp,4
39726/udp,4
58297/udp,4
27073/udp,4
44478/tcp,4
29571/udp,4
39109/tcp,4
61996/udp,4
40458/tcp,4
38632/tcp,4
64306/tcp,4
38882/udp,4
20253/udp,4
5505/tcp,4
8140/tcp,4
33276/tcp,4
49844/udp,4
19701/udp,4
63633/tcp,4
3135/udp,4
33699/udp,4
7297/tcp,4
48984/udp,4
47976/udp,4
40787/tcp,4
39442/tcp,4
19927/tcp,4
11588/tcp,4
31433/udp,4
45474/udp,4
43994/tcp,4
38359/tcp,4
19185/tcp,4
17065/udp,4
11524/udp,4
23168/udp,4
48867/tcp,4
6232/tcp,4
14924/tcp,4
28816/tcp,4
30195/udp,4
64375/tcp,4
36055/udp,4
7240/tcp,4
64222/tcp,4
25287/udp,4
11688/udp,4
16889/udp,4
22802/udp,4
5679/udp,4
30083/udp,4
32156/udp,4
33351/udp,4
37914/udp,4
63290/tcp,4
26865/udp,4
25677/tcp,4
5457/tcp,4
63050/udp,4
50153/udp,4
56783/udp,4
62735/udp,4
34429/udp,4
35952/udp,4
61554/tcp,4
28383/udp,4
45268/udp,4
26952/udp,4
48593/udp,4
54406/tcp,4
24205/tcp,4
48756/tcp,4
59868/udp,4
20637/udp,4
60709/tcp,4
53448/tcp,4
64894/udp,4
11396/udp,4
56542/udp,4
28584/tcp,4
13532/udp,4
30191/udp,4
58924/udp,4
39574/udp,4
59248/tcp,4
17669/udp,4
26717/tcp,4
38702/tcp,4
23941/tcp,4
20169/tcp,4
53088/udp,4
38124/tcp,4
44605/tcp,4
64884/tcp,4
57846/tcp,4
60192/udp,4
7471/tcp,4
26123/tcp,4
60290/tcp,4
28223/tcp,4
37779/tcp,4
8006/udp,4
19039/tcp,4
8320/tcp,4
39054/tcp,4
60965/tcp,4
57833/udp,4
43966/udp,4
42196/udp,4
15256/udp,4
7295/tcp,4
42023/udp,4
30345/udp,4
36109/tcp,4
63114/tcp,4
40270/udp,4
52866/tcp,4
16600/udp,4
51041/udp,4
60210/udp,4
54336/udp,4
54250/tcp,4
22088/udp,4
29222/udp,4
63743/tcp,4
41484/udp,4
22131/udp,4
21740/udp,4
25706/udp,4
20379/udp,4
13168/udp,4
59028/tcp,4
27445/udp,4
27435/udp,4
19437/tcp,4
44101/udp,4
31127/udp,4
19935/tcp,4
40903/tcp,4
50322/tcp,4
37539/udp,4
17161/tcp,4
62249/udp,4
29566/udp,4
16657/tcp,4
18407/udp,4
48174/udp,4
62053/udp,4
23673/tcp,4
9051/tcp,4
11564/udp,4
63861/udp,4
6793/tcp,4
13062/tcp,4
59578/udp,4
38115/udp,4
13883/udp,4
22467/udp,4
31120/tcp,4
50531/tcp,4
46147/udp,4
27091/tcp,4
17423/tcp,4
62564/tcp,4
42750/udp,4
37413/udp,4
62262/tcp,4
34711/tcp,4
17978/tcp,4
15198/udp,4
62516/tcp,4
62855/tcp,4
63887/tcp,4
37015/tcp,4
14876/tcp,4
24044/tcp,4
24126/tcp,4
43957/tcp,4
41263/udp,4
43664/tcp,4
54512/udp,4
31499/udp,4
21111/udp,4
35781/tcp,4
39165/udp,4
38186/tcp,4
37194/tcp,4
30837/udp,4
50538/udp,4
49445/tcp,4
14530/udp,4
59243/tcp,4
39936/tcp,4
27431/udp,4
13361/tcp,4
35579/udp,4
17414/udp,4
55339/udp,4
15263/tcp,4
12268/udp,4
41615/udp,4
5693/tcp,4
14212/udp,4
64635/tcp,4
16422/tcp,4
53299/tcp,4
21972/udp,4
49021/udp,4
24987/udp,4
45192/tcp,4
60145/tcp,4
38565/tcp,4
19264/tcp,4
47923/udp,4
33105/udp,4
24592/tcp,4
42437/tcp,4
1428/udp,4
36461/udp,4
38720/udp,4
15041/tcp,4
21420/udp,4
48383/udp,4
51962/udp,4
35247/tcp,4
53163/udp,4
11966/tcp,4
12173/udp,4
65222/udp,4
52231/tcp,4
53007/udp,4
19315/udp,4
35096/udp,4
26590/udp,4
63725/tcp,4
13426/udp,4
57156/tcp,4
18217/udp,4
47874/tcp,4
61784/tcp,4
26381/tcp,4
38195/tcp,4
21463/udp,4
35787/tcp,4
51985/tcp,4
39925/udp,4
54671/udp,4
60754/udp,4
65408/tcp,4
13143/tcp,4
49961/tcp,4
51867/tcp,4
15556/tcp,4
5884/tcp,4
10316/tcp,4
57568/tcp,4
14286/udp,4
40973/udp,4
63563/udp,4
63213/tcp,4
9523/udp,4
7150/tcp,4
54493/tcp,4
12549/tcp,4
38951/tcp,4
18712/tcp,4
27087/tcp,4
65343/udp,4
65288/tcp,4
18968/udp,4
40494/tcp,4
24065/tcp,4
64532/tcp,4
65199/udp,4
36590/udp,4
34230/udp,4
24385/udp,4
55862/udp,4
29129/udp,4
46257/udp,4
31496/udp,4
51423/tcp,4
65522/tcp,4
28915/udp,4
15262/tcp,4
25819/tcp,4
29911/tcp,4
43716/tcp,4
16991/udp,4
29870/tcp,4
44241/tcp,4
39269/udp,4
56277/tcp,4
56707/tcp,4
47117/udp,4
37607/udp,4
63206/tcp,4
12478/udp,4
12394/tcp,4
36296/udp,4
52489/udp,4
26714/tcp,4
64031/udp,4
64372/udp,4
64340/udp,4
62515/tcp,4
34969/tcp,4
28327/tcp,4
7230/tcp,4
18876/tcp,4
20931/tcp,4
60439/tcp,4
58733/udp,4
12091/tcp,4
61938/udp,4
17503/tcp,4
39256/tcp,4
35183/tcp,4
63638/tcp,4
33106/udp,4
42003/tcp,4
6189/tcp,4
14204/tcp,4
64158/tcp,4
23993/tcp,4
15347/tcp,4
28515/tcp,4
8133/tcp,4
20860/udp,4
54299/udp,4
24018/tcp,4
41332/udp,4
24876/udp,4
30984/udp,4
29318/tcp,4
44938/tcp,4
25290/tcp,4
29697/udp,4
18939/tcp,4
39489/tcp,4
62810/udp,4
10299/udp,4
21341/udp,4
14151/tcp,4
24338/udp,4
44738/tcp,4
45380/udp,4
62747/udp,4
62512/udp,4
46883/udp,4
33871/tcp,4
59089/tcp,4
57970/udp,4
32672/udp,4
38026/tcp,4
27230/udp,4
45650/tcp,4
50329/udp,4
54750/tcp,4
59698/udp,4
34133/udp,4
27128/udp,4
52303/udp,4
36215/tcp,4
41050/udp,4
33013/udp,4
61896/tcp,4
64427/tcp,4
38198/udp,4
13278/tcp,4
32181/udp,4
61360/udp,4
6345/tcp,4
41591/udp,4
64896/udp,4
48283/udp,4
42997/udp,4
15798/udp,4
63380/udp,4
45368/udp,4
27046/tcp,4
7903/udp,4
11598/tcp,4
18889/tcp,4
34433/udp,4
23852/tcp,4
25354/udp,4
51368/tcp,4
63229/udp,4
29759/tcp,4
5708/tcp,4
24723/udp,4
40585/tcp,4
18423/udp,4
21402/udp,4
51119/udp,4
12093/tcp,4
41087/tcp,4
53792/udp,4
64408/tcp,4
22839/udp,4
42129/udp,4
53493/tcp,4
59835/tcp,4
28430/tcp,4
27989/udp,4
25829/tcp,4
65084/tcp,4
37673/tcp,4
63810/tcp,4
31955/udp,4
7021/tcp,4
27245/tcp,4
21229/udp,4
39003/udp,4
46735/tcp,4
26767/tcp,4
52897/udp,4
65203/tcp,4
64855/udp,4
65279/udp,4
40785/tcp,4
19179/tcp,4
35565/udp,4
18111/tcp,4
27893/udp,4
53318/udp,4
53400/tcp,4
34728/tcp,4
53358/tcp,4
27909/udp,4
46416/tcp,4
61258/udp,4
44151/udp,4
15922/udp,4
12554/udp,4
43892/udp,4
15758/udp,4
49550/udp,4
42966/tcp,4
22099/udp,4
64818/tcp,4
41307/udp,4
35632/tcp,4
43001/udp,4
21201/tcp,4
21630/tcp,4
16333/tcp,4
41536/udp,4
23300/udp,4
7907/udp,4
52098/udp,4
32294/tcp,4
13907/udp,4
64622/udp,4
62569/tcp,4
46505/tcp,4
16613/tcp,4
38003/tcp,4
7183/udp,4
8007/udp,4
65047/tcp,4
16308/tcp,4
58988/tcp,4
26834/udp,4
54553/udp,4
59239/udp,4
39233/tcp,4
58851/udp,4
65273/tcp,4
64616/tcp,4
15492/tcp,4
57123/udp,4
24854/udp,4
26962/udp,4
59593/udp,4
21113/tcp,4
40913/udp,4
7248/tcp,4
38470/udp,4
1323/tcp,4
18065/udp,4
40352/tcp,4
31494/udp,4
12572/tcp,4
7196/tcp,4
51976/udp,4
58945/udp,4
26744/tcp,4
20093/tcp,4
35805/udp,4
5646/tcp,4
59975/tcp,4
33826/udp,4
16366/tcp,4
65106/tcp,4
20517/udp,4
54209/tcp,4
43284/tcp,4
65259/tcp,4
65150/tcp,4
8508/tcp,4
43735/udp,4
46000/udp,4
43685/tcp,4
14198/udp,4
57916/udp,4
15982/tcp,4
60652/udp,4
40084/udp,4
58683/udp,4
64136/tcp,4
63462/tcp,4
20835/tcp,4
39377/tcp,4
62649/udp,4
65506/udp,4
10129/udp,4
45175/udp,4
17422/udp,4
15571/udp,4
41330/udp,4
51354/udp,4
61896/udp,4
62503/udp,4
34538/udp,4
57634/udp,4
26061/tcp,4
34121/udp,4
63687/tcp,4
34598/tcp,4
58342/udp,4
18975/udp,4
39567/tcp,4
12422/tcp,4
30322/tcp,4
48003/udp,4
37167/tcp,4
17533/udp,4
38168/tcp,4
34746/udp,4
20866/tcp,4
26828/tcp,4
15400/tcp,4
8272/tcp,4
6574/tcp,4
5066/tcp,4
59000/tcp,4
57094/udp,4
51088/tcp,4
64055/tcp,4
38803/udp,4
56703/tcp,4
33820/tcp,4
21309/udp,4
63006/udp,4
17585/tcp,4
64580/udp,4
46665/tcp,4
48776/tcp,4
52537/tcp,4
54854/tcp,4
49948/udp,4
62091/udp,4
42958/tcp,4
58593/tcp,4
30267/udp,4
53469/tcp,4
17807/udp,4
8975/tcp,4
64317/tcp,4
61104/udp,4
44790/tcp,4
43121/udp,4
48557/tcp,4
60723/tcp,4
40267/udp,4
62301/tcp,4
12957/tcp,4
17960/udp,4
61438/tcp,4
49301/udp,4
60250/udp,4
29635/tcp,4
51377/tcp,4
11435/tcp,4
16797/udp,4
41703/tcp,4
36942/tcp,4
21316/udp,4
16089/tcp,4
40469/tcp,4
63614/udp,4
15224/udp,4
53940/tcp,4
46429/udp,4
22334/udp,4
49544/tcp,4
3176/udp,4
18465/udp,4
37380/udp,4
64377/udp,4
15934/udp,4
37417/tcp,4
30834/udp,4
24437/udp,4
65402/tcp,4
46826/udp,4
15565/udp,4
12506/udp,4
53749/udp,4
63346/tcp,4
17608/tcp,4
5323/tcp,4
42876/udp,4
57667/udp,4
18826/tcp,4
37580/udp,4
36959/tcp,4
38475/udp,4
61392/udp,4
31179/udp,4
39769/udp,4
64313/udp,4
22951/udp,4
25803/udp,4
40644/tcp,4
9248/udp,4
64254/udp,4
60983/tcp,4
15013/tcp,4
63966/tcp,4
43251/tcp,4
25197/udp,4
20751/udp,4
58968/tcp,4
51857/tcp,4
5776/tcp,4
50968/tcp,4
12333/udp,4
18045/udp,4
63996/tcp,4
64541/udp,4
10036/udp,4
11968/udp,4
54813/udp,4
39897/udp,4
63834/udp,4
6968/udp,4
48393/tcp,4
60644/tcp,4
12196/udp,4
60731/tcp,4
53186/udp,4
30089/tcp,4
41249/udp,4
29839/udp,4
36875/tcp,4
23492/udp,4
39776/tcp,4
19385/tcp,4
14899/tcp,4
34459/tcp,4
30615/tcp,4
50359/tcp,4
58112/tcp,4
51158/udp,4
25398/udp,4
48015/udp,4
43211/udp,4
61826/tcp,4
44578/tcp,4
59679/tcp,4
22198/tcp,4
54414/udp,4
61997/udp,4
17483/udp,4
15426/tcp,4
14779/tcp,4
57958/tcp,4
27072/tcp,4
44338/tcp,4
61943/tcp,4
48208/udp,4
21123/udp,4
1782/udp,4
19554/tcp,4
40965/tcp,4
51271/udp,4
36103/tcp,4
37041/udp,4
65100/tcp,4
57530/udp,4
33874/udp,4
48248/udp,4
64767/tcp,4
19903/udp,4
34295/udp,4
31622/udp,4
25129/udp,4
25437/udp,4
62562/tcp,4
11069/tcp,4
51699/udp,4
20105/udp,4
28027/tcp,4
64728/udp,4
53560/tcp,4
54477/tcp,4
40160/tcp,4
5143/tcp,4
53027/tcp,4
18760/udp,4
12576/tcp,4
25114/tcp,4
21095/udp,4
27272/udp,4
40615/udp,4
45940/udp,4
42334/udp,4
52750/tcp,4
34654/udp,4
59026/udp,4
18262/tcp,4
47368/udp,4
43823/udp,4
23389/udp,4
45137/udp,4
10556/udp,4
64606/udp,4
41602/tcp,4
37957/tcp,4
61041/tcp,4
33938/udp,4
31621/tcp,4
26924/tcp,4
18104/tcp,4
43435/tcp,4
62547/tcp,4
17912/udp,4
32407/udp,4
36156/udp,4
12459/tcp,4
47595/udp,4
37680/tcp,4
60713/tcp,4
24118/tcp,4
43655/tcp,4
11878/udp,4
17335/tcp,4
43959/udp,4
52651/tcp,4
31073/udp,4
44957/udp,4
57862/tcp,4
12295/udp,4
19053/udp,4
11815/udp,4
36838/udp,4
42400/udp,4
8031/udp,4
21802/udp,4
15343/tcp,4
64079/udp,4
19653/tcp,4
36862/udp,4
52077/udp,4
58460/tcp,4
18539/tcp,4
43449/tcp,4
51020/tcp,4
27932/tcp,4
35692/udp,4
27557/tcp,4
15954/udp,4
22614/tcp,4
63246/tcp,4
4008/udp,4
38827/udp,4
24527/udp,4
9323/udp,4
6899/udp,4
37365/udp,4
13738/udp,4
13079/tcp,4
37690/udp,4
62493/udp,4
44200/tcp,4
63584/tcp,4
26449/tcp,4
26091/tcp,4
37375/tcp,4
46493/tcp,4
37696/tcp,4
40908/udp,4
48217/udp,4
14287/udp,4
14279/udp,4
57092/tcp,4
37537/udp,4
30579/tcp,4
46745/udp,4
27900/udp,4
41498/tcp,4
55800/tcp,4
25597/udp,4
35765/tcp,4
37355/udp,4
11962/tcp,4
58577/udp,4
15190/udp,4
27610/tcp,4
47917/udp,4
48734/udp,4
27403/udp,4
19739/udp,4
7732/udp,4
39193/udp,4
36911/udp,4
63944/udp,4
17887/tcp,4
40385/tcp,4
11313/udp,4
16417/udp,4
24330/udp,4
26509/udp,4
25465/udp,4
56241/tcp,4
22602/udp,4
56304/tcp,4
23893/udp,4
40634/udp,4
15383/tcp,4
15980/tcp,4
27544/tcp,4
25368/udp,4
60753/udp,4
15824/udp,4
59923/udp,4
21085/udp,4
1085/udp,4
33193/tcp,4
12904/tcp,4
30871/udp,4
46928/tcp,4
54891/tcp,4
61886/udp,4
49974/tcp,4
44363/tcp,4
38649/udp,4
56579/tcp,4
27253/tcp,4
34119/tcp,4
32125/tcp,4
47440/udp,4
31627/tcp,4
21245/tcp,4
35108/tcp,4
40728/udp,4
28828/tcp,4
47386/tcp,4
25571/udp,4
17138/tcp,4
30817/udp,4
15497/tcp,4
10437/tcp,4
31701/udp,4
49922/tcp,4
29874/udp,4
62047/udp,4
41704/udp,4
64912/udp,4
54943/tcp,4
5533/tcp,4
55290/tcp,4
52250/udp,4
12393/udp,4
35615/tcp,4
43623/udp,4
64446/tcp,4
12764/udp,4
23878/tcp,4
38746/udp,4
10684/tcp,4
15398/udp,4
39562/tcp,4
63072/udp,4
40409/udp,4
58850/tcp,4
14027/tcp,4
53745/udp,4
13173/udp,4
41295/udp,4
52269/udp,4
16433/tcp,4
44835/udp,4
19569/udp,4
35542/tcp,4
42082/udp,4
42922/tcp,4
43446/udp,4
60564/udp,4
60044/tcp,4
57606/udp,4
61944/tcp,4
8464/tcp,4
52529/tcp,4
14749/udp,4
60554/udp,4
6273/tcp,4
62096/tcp,4
54396/udp,4
19463/tcp,4
59069/tcp,4
41853/tcp,4
15296/tcp,4
35810/tcp,4
26338/udp,4
60824/udp,4
31678/udp,4
30235/udp,4
64372/tcp,4
25136/udp,4
60034/udp,4
55061/udp,4
59375/tcp,4
17587/udp,4
36879/tcp,4
42230/udp,4
64208/tcp,4
64171/tcp,4
48651/tcp,4
62072/tcp,4
61774/tcp,4
46539/tcp,4
34158/tcp,4
54672/tcp,4
59334/tcp,4
18191/udp,4
53570/tcp,4
47890/udp,4
52167/tcp,4
57599/tcp,4
24117/udp,4
27283/udp,4
44196/tcp,4
24313/udp,4
35379/udp,4
13886/tcp,4
